,Topic,Probability,Document
176,1,1.0,"In an unnamed large city with multiple daily newspapers, star reporter Hildebrand ""Hildy"" Johnson and his Morning Post editor, Walter Burns, hope to cash in on a big story involving an escaped convicted murderer, Earl Williams. Williams is scheduled to go to the gallows at 7 o'clock the following morning for an anarchist-related murder of a black policeman. Esteemed newspaperman Johnson is about to quit the journalism trade and is on his way to marry his sweetheart Peggy Grant and relocate to New York City where an advertising job awaits him. Not surprisingly, his unscrupulous boss Burns does not want him to quit.  He wants Johnson to remain on his staff so he can cover the major news story for the Morning Post."
177,7,0.1615023590365417,"Retired millionaire Benjamin Dingle arrives in Washington, DC, as an adviser on the housing shortage, and finds that his hotel suite will not be available for two days. He sees an ad for a roommate and talks the reluctant young woman, Connie Milligan, into letting him sublet half of her apartment. Then Dingle runs into Sergeant Joe Carter, who has no place to stay for several days while waiting to be shipped overseas. Recognizing him as a high-minded, clean-cut, attractive young man suitable for Connie, Dingle rents him half of his half."
178,4,0.6998456678579621,"The film is set in Jennings County, Indiana, in 1862.  Jess Birdwell (Gary Cooper) is a farmer and patriarch of the Birdwell family whose Quaker religion conflicts with his love for the worldly enjoyments of music and horse racing. Jess's wife Eliza, (Dorothy McGuire) a Quaker minister, is deeply religious and steadfast in her refusal to engage in violence. Jess's daughter Mattie (Phyllis Love) wants to remain a Quaker but has fallen in love with dashing cavalry officer Gard Jordan (Peter Mark Richman), a love that is against her mother's wishes. Jess's youngest child ""Little"" Jess (Richard Eyer) is a feisty child whose comical feud with his mother's pet goose causes her heartache. Jess's elder son Josh (Anthony Perkins) is torn between his hatred of violence and a conviction that to protect his family he must join the home guard and fight the invaders. Enoch (Joel Fluellen), a runaway slave, is a laborer on their farm; his children are still enslaved in the South."
179,-1,0.1692046397174063,"Doctor Otternschlag, a disfigured veteran of World War I and a permanent resident of the Grand Hotel in Berlin, observes ""People coming, going. Nothing ever happens"" — after which a great deal transpires."
180,-1,0.6175206867779035,"""This is a story of the Unconquerable Fortress: the American Home...1943"" In January 1943, Anne Hilton is an upper-middle-class housewife living in a Midwestern town near a military base with her two teenage daughters, Jane and Bridget (""Brig""). Anne's beloved husband Tim Hilton has volunteered for U.S. Army service in World War II. Anne has just returned from seeing her husband off to Camp Claiborne, and she and her daughters must adjust to Tim's absence and make other sacrifices for the war effort, including food rationing; planting a victory garden; giving up the services of their loyal maid Fidelia who nevertheless offers to continue working part-time for the Hiltons while foregoing wages; and taking in a boarder, the curmudgeonly retired Colonel Smollett. When the Hiltons travel by train in a failed attempt to see Tim one last time before he ships out, they encounter or travel with many other people whose lives have been affected by the war, and they end up not getting to see Tim because their train is delayed to allow a defense supply train to go through first. In contrast, the Hiltons' socialite neighbor Emily Hawkins complains about the inconveniences caused by the war and engages in unsupportive behaviors such as hoarding food and criticizing the Hiltons' efforts."
181,-1,0.6265145975064308,"During a prologue, a CBS producer, Lowell Bergman, convinces the founder of Hezbollah, Sheikh Fadlallah, to grant an interview to Mike Wallace for 60 Minutes. While preparing for the interview, both Wallace and Bergman firmly stand their ground against the Sheikh's armed and hostile bodyguards' attempted intimidation and disruption."
182,0,1.0,"Lydia Tár is chief conductor of an orchestra in Berlin.  She relies on Francesca, her personal assistant, to handle her schedule. While being interviewed by Adam Gopnik at The New Yorker Festival, Lydia promotes her upcoming live recording of Mahler's Fifth Symphony and book Tár on Tár. She meets with Eliot Kaplan, an investment banker and amateur conductor who co-founded the Accordion Foundation with Lydia to support aspiring female conductors. They discuss technique, replacing Lydia's assistant conductor Sebastian, and filling a vacant cello position in Berlin."
183,1,0.22558909767932905,"Clarice Starling, an FBI trainee, is assigned by her boss, Jack Crawford, to interview the incarcerated Hannibal Lecter, a highly-intelligent former psychiatrist and cannibalistic serial killer. Crawford secretly hopes to get insights into a psychopathic serial killer known as ""Buffalo Bill,"" who kills overweight women and skins them."
184,8,1.0,"In 1951, the 4077th Mobile Army Surgical Hospital in South Korea is assigned two new surgeons, ""Hawkeye"" Pierce and ""Duke"" Forrest, who arrive in a stolen Army Jeep. They are insubordinate, womanizing, mischievous rule-breakers, but they soon prove to be excellent combat surgeons. Other characters already stationed at the camp include the  bungling commanding officer Henry Blake, his hyper-competent chief clerk Radar O'Reilly, dentist Walter ""Painless Pole"" Waldowski, the pompous and incompetent surgeon Frank Burns, and the contemplative Chaplain Father Mulcahy."
185,2,1.0,"In 1995 Berlin, Michael Berg watches a train pass, flashing back to a tram ride from 1958. Michael, then 15, feels sick, getting off the tram to walk in the rain. Vomiting beside an apartment building, he is found by tram conductor Hanna Schmitz, 36, who cleans him up and helps him home. Michael is diagnosed with scarlet fever."
186,3,1.0,"Maxim de Winter stands at a cliff edge, seemingly contemplating suicide. A young woman shouts at him to stop him in his tracks, but he curtly asks her to walk on."
187,-1,0.6012153301785106,"In January 1992, Chicago vascular surgeon Dr. Richard Kimble returns home to discover his wife, Helen, has been killed by a one-armed assailant who ends up evading capture. Kimble's account of events is dismissed due to the absence of forced entry. Helen's substantial life insurance policy, and a misinterpreted 911 call, result in Kimble's wrongful arrest. Falsely accused of murder, he is convicted and receives a death sentence."
188,0,1.0,"Tracy Lord is the elder daughter of a wealthy Philadelphia Main Line socialite family. She was married to C.K. Dexter Haven, a yacht designer and member of her social set, but divorced him two years prior because, according to her father, he does not meet the standards that she sets for all her friends and family. She is soon to marry the wealthy George Kittredge."
